col	role
ENSG00000071859	predictor
ENSG00000071889	predictor
ENSG00000071894	predictor
ENSG00000071909	predictor
ENSG00000071967	predictor
ENSG00000071991	predictor
ENSG00000071994	predictor
ENSG00000072041	predictor
ENSG00000072042	predictor
ENSG00000072062	predictor
ENSG00000072071	predictor
ENSG00000072080	predictor
ENSG00000072110	predictor
ENSG00000072121	predictor
ENSG00000072133	predictor
ENSG00000072134	predictor
ENSG00000072135	predictor
ENSG00000072163	predictor
ENSG00000072182	predictor
ENSG00000072195	predictor
ENSG00000072201	predictor
ENSG00000072210	predictor
ENSG00000072274	predictor
ENSG00000072310	predictor
ENSG00000072315	predictor
ENSG00000072364	predictor
ENSG00000072401	predictor
ENSG00000072415	predictor
ENSG00000072422	predictor
ENSG00000072501	predictor
ENSG00000072506	predictor
ENSG00000072518	predictor
ENSG00000072571	predictor
ENSG00000072609	predictor
ENSG00000072657	predictor
ENSG00000072682	predictor
ENSG00000072694	predictor
ENSG00000072736	predictor
ENSG00000072756	predictor
ENSG00000072778	predictor
ENSG00000072786	predictor
ENSG00000072803	predictor
ENSG00000072818	predictor
ENSG00000072832	predictor
ENSG00000072840	predictor
ENSG00000072849	predictor
ENSG00000072858	predictor
ENSG00000072864	predictor
ENSG00000072952	predictor
ENSG00000072954	predictor
ENSG00000072958	predictor
ENSG00000073008	predictor
ENSG00000073050	predictor
ENSG00000073060	predictor
ENSG00000073067	predictor
ENSG00000073111	predictor
ENSG00000073150	predictor
ENSG00000073169	predictor
ENSG00000073282	predictor
ENSG00000073331	predictor
ENSG00000073350	predictor
ENSG00000073417	predictor
ENSG00000073464	predictor
ENSG00000073536	predictor
ENSG00000073578	predictor
ENSG00000073584	predictor
ENSG00000073605	predictor
ENSG00000073614	predictor
ENSG00000073711	predictor
ENSG00000073712	predictor
ENSG00000073734	predictor
ENSG00000073737	predictor
ENSG00000073756	predictor
ENSG00000073792	predictor
ENSG00000073803	predictor
ENSG00000073849	predictor
ENSG00000073861	predictor
ENSG00000073910	predictor
ENSG00000073921	predictor
ENSG00000073969	predictor
ENSG00000074047	predictor
ENSG00000074054	predictor
ENSG00000074071	predictor
ENSG00000074181	predictor
ENSG00000074201	predictor
ENSG00000074211	predictor
ENSG00000074266	predictor
ENSG00000074276	predictor
ENSG00000074319	predictor
ENSG00000074356	predictor
ENSG00000074370	predictor
ENSG00000074410	predictor
ENSG00000074416	predictor
ENSG00000074527	predictor
ENSG00000074582	predictor
ENSG00000074590	predictor
ENSG00000074603	predictor
ENSG00000074621	predictor
ENSG00000074657	predictor
ENSG00000074660	predictor
ENSG00000074695	predictor
ENSG00000074696	predictor
ENSG00000074706	predictor
ENSG00000074755	predictor
ENSG00000074800	predictor
ENSG00000074803	predictor
ENSG00000074842	predictor
ENSG00000074855	predictor
ENSG00000074935	predictor
ENSG00000074964	predictor
ENSG00000074966	predictor
ENSG00000075073	predictor
ENSG00000075089	predictor
ENSG00000075131	predictor
ENSG00000075142	predictor
ENSG00000075151	predictor
ENSG00000075188	predictor
ENSG00000075213	predictor
ENSG00000075218	predictor
ENSG00000075223	predictor
ENSG00000075234	predictor
ENSG00000075239	predictor
ENSG00000075240	predictor
ENSG00000075275	predictor
ENSG00000075292	predictor
ENSG00000075303	predictor
ENSG00000075336	predictor
ENSG00000075340	predictor
ENSG00000075391	predictor
ENSG00000075399	predictor
ENSG00000075407	predictor
ENSG00000075413	predictor
ENSG00000075415	predictor
ENSG00000075420	predictor
ENSG00000075426	predictor
ENSG00000075429	predictor
ENSG00000075461	predictor
ENSG00000075539	predictor
ENSG00000075568	predictor
ENSG00000075618	predictor
ENSG00000075624	predictor
ENSG00000075643	predictor
ENSG00000075651	predictor
ENSG00000075673	predictor
ENSG00000075702	predictor
ENSG00000075711	predictor
ENSG00000075785	predictor
ENSG00000075790	predictor
ENSG00000075826	predictor
ENSG00000075856	predictor
ENSG00000075884	predictor
ENSG00000075886	predictor
ENSG00000075914	predictor
ENSG00000075945	predictor
ENSG00000075975	predictor
ENSG00000076003	predictor
ENSG00000076043	predictor
ENSG00000076053	predictor
ENSG00000076067	predictor
ENSG00000076108	predictor
ENSG00000076201	predictor
ENSG00000076242	predictor
ENSG00000076248	predictor
ENSG00000076258	predictor
ENSG00000076321	predictor
ENSG00000076344	predictor
ENSG00000076351	predictor
ENSG00000076356	predictor
ENSG00000076382	predictor
ENSG00000076513	predictor
ENSG00000076554	predictor
ENSG00000076555	predictor
ENSG00000076604	predictor
ENSG00000076641	predictor
ENSG00000076650	predictor
ENSG00000076662	predictor
ENSG00000076685	predictor
ENSG00000076706	predictor
ENSG00000076716	predictor
ENSG00000076770	predictor
ENSG00000076826	predictor
ENSG00000076864	predictor
ENSG00000076924	predictor
ENSG00000076928	predictor
ENSG00000076944	predictor
ENSG00000076984	predictor
ENSG00000077044	predictor
ENSG00000077063	predictor
ENSG00000077092	predictor
ENSG00000077097	predictor
ENSG00000077147	predictor
ENSG00000077150	predictor
ENSG00000077152	predictor
ENSG00000077157	predictor
ENSG00000077232	predictor
ENSG00000077235	predictor
ENSG00000077238	predictor
ENSG00000077254	predictor
ENSG00000077264	predictor
ENSG00000077279	predictor
ENSG00000077312	predictor
ENSG00000077327	predictor
ENSG00000077348	predictor
ENSG00000077380	predictor
ENSG00000077420	predictor
ENSG00000077454	predictor
ENSG00000077458	predictor
ENSG00000077463	predictor
ENSG00000077498	predictor
ENSG00000077514	predictor
ENSG00000077549	predictor
ENSG00000077585	predictor
ENSG00000077616	predictor
ENSG00000077684	predictor
ENSG00000077713	predictor
ENSG00000077721	predictor
ENSG00000077782	predictor
ENSG00000077800	predictor
ENSG00000077935	predictor
ENSG00000077942	predictor
ENSG00000077943	predictor
ENSG00000077984	predictor
ENSG00000078018	predictor
ENSG00000078043	predictor
ENSG00000078053	predictor
ENSG00000078061	predictor
ENSG00000078070	predictor
ENSG00000078081	predictor
ENSG00000078098	predictor
ENSG00000078114	predictor
ENSG00000078124	predictor
ENSG00000078140	predictor
ENSG00000078142	predictor
ENSG00000078177	predictor
ENSG00000078237	predictor
ENSG00000078246	predictor
ENSG00000078269	predictor
ENSG00000078295	predictor
ENSG00000078304	predictor
ENSG00000078328	predictor
ENSG00000078369	predictor
ENSG00000078401	predictor
ENSG00000078403	predictor
ENSG00000078487	predictor
ENSG00000078589	predictor
ENSG00000078596	predictor
ENSG00000078618	predictor
ENSG00000078668	predictor
ENSG00000078674	predictor
ENSG00000078687	predictor
ENSG00000078699	predictor
ENSG00000078747	predictor
ENSG00000078795	predictor
ENSG00000078804	predictor
ENSG00000078808	predictor
ENSG00000078814	predictor
ENSG00000078898	predictor
ENSG00000078900	predictor
ENSG00000078902	predictor
ENSG00000078967	predictor
ENSG00000079101	predictor
ENSG00000079102	predictor
ENSG00000079112	predictor
ENSG00000079134	predictor
ENSG00000079150	predictor
ENSG00000079156	predictor
ENSG00000079215	predictor
ENSG00000079246	predictor
ENSG00000079257	predictor
ENSG00000079263	predictor
ENSG00000079277	predictor
ENSG00000079308	predictor
ENSG00000079313	predictor
ENSG00000079332	predictor
ENSG00000079335	predictor
ENSG00000079337	predictor
ENSG00000079385	predictor
ENSG00000079387	predictor
ENSG00000079432	predictor
ENSG00000079435	predictor
ENSG00000079459	predictor
ENSG00000079462	predictor
ENSG00000079482	predictor
ENSG00000079616	predictor
ENSG00000079691	predictor
ENSG00000079739	predictor
ENSG00000079785	predictor
ENSG00000079805	predictor
ENSG00000079819	predictor
ENSG00000079841	predictor
ENSG00000079950	predictor
ENSG00000079974	predictor
ENSG00000079999	predictor
ENSG00000080007	predictor
ENSG00000080031	predictor
ENSG00000080189	predictor
ENSG00000080200	predictor
ENSG00000080293	predictor
ENSG00000080298	predictor
ENSG00000080345	predictor
ENSG00000080371	predictor
ENSG00000080493	predictor
ENSG00000080503	predictor
ENSG00000080546	predictor
ENSG00000080561	predictor
ENSG00000080572	predictor
ENSG00000080603	predictor
ENSG00000080608	predictor
ENSG00000080644	predictor
ENSG00000080709	predictor
ENSG00000080802	predictor
ENSG00000080815	predictor
ENSG00000080819	predictor
ENSG00000080822	predictor
ENSG00000080823	predictor
ENSG00000080824	predictor
ENSG00000080839	predictor
ENSG00000080845	predictor
ENSG00000080854	predictor
ENSG00000080986	predictor
ENSG00000081014	predictor
ENSG00000081019	predictor
ENSG00000081026	predictor
ENSG00000081041	predictor
ENSG00000081052	predictor
ENSG00000081059	predictor
ENSG00000081087	predictor
ENSG00000081138	predictor
ENSG00000081148	predictor
ENSG00000081154	predictor
ENSG00000081177	predictor
ENSG00000081181	predictor
ENSG00000081189	predictor
ENSG00000081237	predictor
ENSG00000081277	predictor
ENSG00000081307	predictor
ENSG00000081320	predictor
ENSG00000081377	predictor
ENSG00000081386	predictor
ENSG00000081479	predictor
ENSG00000081665	predictor
ENSG00000081692	predictor
ENSG00000081721	predictor
ENSG00000081760	predictor
ENSG00000081791	predictor
ENSG00000081803	predictor
ENSG00000081818	predictor
ENSG00000081870	predictor
ENSG00000081913	predictor
ENSG00000081923	predictor
ENSG00000081985	predictor
ENSG00000082014	predictor
ENSG00000082068	predictor
ENSG00000082074	predictor
ENSG00000082126	predictor
ENSG00000082146	predictor
ENSG00000082153	predictor
ENSG00000082196	predictor
ENSG00000082212	predictor
ENSG00000082213	predictor
ENSG00000082258	predictor
ENSG00000082269	predictor
ENSG00000082293	predictor
ENSG00000082397	predictor
ENSG00000082438	predictor
ENSG00000082458	predictor
ENSG00000082482	predictor
ENSG00000082497	predictor
ENSG00000082512	predictor
ENSG00000082515	predictor
ENSG00000082516	predictor
ENSG00000082641	predictor
ENSG00000082684	predictor
ENSG00000082701	predictor
ENSG00000082781	predictor
ENSG00000082805	predictor
ENSG00000082898	predictor
ENSG00000082996	predictor
ENSG00000083067	predictor
ENSG00000083093	predictor
ENSG00000083097	predictor
ENSG00000083099	predictor
ENSG00000083123	predictor
ENSG00000083168	predictor
ENSG00000083223	predictor
ENSG00000083290	predictor
ENSG00000083307	predictor
ENSG00000083312	predictor
ENSG00000083444	predictor
ENSG00000083454	predictor
ENSG00000083457	predictor
ENSG00000083520	predictor
ENSG00000083535	predictor
ENSG00000083544	predictor
ENSG00000083635	predictor
ENSG00000083642	predictor
ENSG00000083720	predictor
ENSG00000083750	predictor
ENSG00000083799	predictor
ENSG00000083807	predictor
ENSG00000083812	predictor
ENSG00000083814	predictor
ENSG00000083817	predictor
ENSG00000083828	predictor
ENSG00000083838	predictor
ENSG00000083844	predictor
ENSG00000083845	predictor
ENSG00000083857	predictor
ENSG00000083896	predictor
ENSG00000083937	predictor
ENSG00000084070	predictor
ENSG00000084072	predictor
ENSG00000084073	predictor
ENSG00000084090	predictor
ENSG00000084092	predictor
ENSG00000084093	predictor
ENSG00000084110	predictor
ENSG00000084112	predictor
ENSG00000084207	predictor
ENSG00000084234	predictor
ENSG00000084444	predictor
ENSG00000084453	predictor
ENSG00000084463	predictor
ENSG00000084623	predictor
ENSG00000084636	predictor
ENSG00000084652	predictor
ENSG00000084674	predictor
ENSG00000084676	predictor
ENSG00000084693	predictor
ENSG00000084710	predictor
ENSG00000084731	predictor
ENSG00000084733	predictor
ENSG00000084734	predictor
ENSG00000084754	predictor
ENSG00000084764	predictor
ENSG00000084774	predictor
ENSG00000085063	predictor
ENSG00000085117	predictor
ENSG00000085185	predictor
ENSG00000085224	predictor
ENSG00000085231	predictor
ENSG00000085265	predictor
ENSG00000085274	predictor
ENSG00000085276	predictor
ENSG00000085365	predictor
ENSG00000085377	predictor
ENSG00000085382	predictor
ENSG00000085415	predictor
ENSG00000085433	predictor
ENSG00000085449	predictor
ENSG00000085465	predictor
ENSG00000085491	predictor
ENSG00000085511	predictor
ENSG00000085514	predictor
ENSG00000085552	predictor
ENSG00000085563	predictor
ENSG00000085644	predictor
ENSG00000085662	predictor
ENSG00000085719	predictor
ENSG00000085721	predictor
ENSG00000085733	predictor
ENSG00000085760	predictor
ENSG00000085788	predictor
ENSG00000085831	predictor
ENSG00000085832	predictor
ENSG00000085840	predictor
ENSG00000085871	predictor
ENSG00000085872	predictor
ENSG00000085978	predictor
ENSG00000085982	predictor
ENSG00000085998	predictor
ENSG00000085999	predictor
ENSG00000086015	predictor
ENSG00000086061	predictor
ENSG00000086062	predictor
ENSG00000086065	predictor
ENSG00000086102	predictor
ENSG00000086159	predictor
ENSG00000086189	predictor
ENSG00000086200	predictor
ENSG00000086205	predictor
ENSG00000086232	predictor
ENSG00000086289	predictor
ENSG00000086300	predictor
ENSG00000086475	predictor
ENSG00000086504	predictor
ENSG00000086544	predictor
ENSG00000086548	predictor
ENSG00000086570	predictor
ENSG00000086589	predictor
ENSG00000086598	predictor
ENSG00000086619	predictor
ENSG00000086666	predictor
ENSG00000086696	predictor
ENSG00000086712	predictor
ENSG00000086730	predictor
ENSG00000086758	predictor
ENSG00000086827	predictor
ENSG00000086848	predictor
ENSG00000086991	predictor
ENSG00000087008	predictor
ENSG00000087053	predictor
ENSG00000087074	predictor
ENSG00000087077	predictor
ENSG00000087085	predictor
ENSG00000087086	predictor
ENSG00000087087	predictor
ENSG00000087088	predictor
ENSG00000087095	predictor
ENSG00000087111	predictor
ENSG00000087116	predictor
ENSG00000087128	predictor
ENSG00000087152	predictor
ENSG00000087157	predictor
ENSG00000087191	predictor
ENSG00000087206	predictor
ENSG00000087237	predictor
ENSG00000087250	predictor
ENSG00000087253	predictor
ENSG00000087258	predictor
ENSG00000087263	predictor
ENSG00000087266	predictor
ENSG00000087269	predictor
ENSG00000087274	predictor
ENSG00000087299	predictor
ENSG00000087301	predictor
ENSG00000087302	predictor
ENSG00000087303	predictor
ENSG00000087338	predictor
ENSG00000087365	predictor
ENSG00000087448	predictor
ENSG00000087460	predictor
ENSG00000087470	predictor
ENSG00000087495	predictor
ENSG00000087502	predictor
ENSG00000087510	predictor
ENSG00000087586	predictor
ENSG00000087589	predictor
ENSG00000087842	predictor
ENSG00000087884	predictor
ENSG00000087903	predictor
ENSG00000087995	predictor
ENSG00000088002	predictor
ENSG00000088035	predictor
ENSG00000088038	predictor
ENSG00000088053	predictor
ENSG00000088179	predictor
ENSG00000088205	predictor
ENSG00000088247	predictor
ENSG00000088256	predictor
ENSG00000088280	predictor
ENSG00000088298	predictor
ENSG00000088305	predictor
ENSG00000088320	predictor
ENSG00000088325	predictor
ENSG00000088356	predictor
ENSG00000088367	predictor
ENSG00000088386	predictor
ENSG00000088387	predictor
ENSG00000088448	predictor
ENSG00000088451	predictor
ENSG00000088538	predictor
ENSG00000088543	predictor
ENSG00000088682	predictor
ENSG00000088726	predictor
ENSG00000088727	predictor
ENSG00000088756	predictor
ENSG00000088766	predictor
ENSG00000088808	predictor
ENSG00000088812	predictor
ENSG00000088826	predictor
ENSG00000088827	predictor
ENSG00000088832	predictor
ENSG00000088833	predictor
ENSG00000088836	predictor
ENSG00000088854	predictor
ENSG00000088876	predictor
ENSG00000088881	predictor
ENSG00000088882	predictor
ENSG00000088888	predictor
ENSG00000088899	predictor
ENSG00000088930	predictor
ENSG00000088970	predictor
ENSG00000088986	predictor
ENSG00000088992	predictor
ENSG00000089006	predictor
ENSG00000089009	predictor
ENSG00000089012	predictor
ENSG00000089022	predictor
ENSG00000089041	predictor
ENSG00000089048	predictor
ENSG00000089050	predictor
ENSG00000089053	predictor
ENSG00000089057	predictor
ENSG00000089060	predictor
ENSG00000089063	predictor
ENSG00000089091	predictor
ENSG00000089094	predictor
ENSG00000089101	predictor
ENSG00000089123	predictor
ENSG00000089127	predictor
ENSG00000089154	predictor
ENSG00000089157	predictor
ENSG00000089159	predictor
ENSG00000089169	predictor
ENSG00000089177	predictor
ENSG00000089195	predictor
ENSG00000089199	predictor
ENSG00000089220	predictor
ENSG00000089234	predictor
ENSG00000089248	predictor
ENSG00000089250	predictor
ENSG00000089280	predictor
ENSG00000089289	predictor
ENSG00000089327	predictor
ENSG00000089335	predictor
ENSG00000089351	predictor
ENSG00000089356	predictor
ENSG00000089486	predictor
ENSG00000089505	predictor
ENSG00000089558	predictor
ENSG00000089597	predictor
ENSG00000089639	predictor
ENSG00000089682	predictor
ENSG00000089685	predictor
ENSG00000089692	predictor
ENSG00000089693	predictor
ENSG00000089723	predictor
ENSG00000089737	predictor
ENSG00000089775	predictor
ENSG00000089818	predictor
ENSG00000089820	predictor
ENSG00000089847	predictor
ENSG00000089876	predictor
ENSG00000089902	predictor
ENSG00000089916	predictor
ENSG00000090006	predictor
ENSG00000090013	predictor
ENSG00000090020	predictor
ENSG00000090054	predictor
ENSG00000090060	predictor
ENSG00000090061	predictor
ENSG00000090097	predictor
ENSG00000090104	predictor
ENSG00000090238	predictor
ENSG00000090263	predictor
ENSG00000090266	predictor
ENSG00000090273	predictor
ENSG00000090316	predictor
ENSG00000090339	predictor
ENSG00000090372	predictor
ENSG00000090376	predictor
ENSG00000090382	predictor
ENSG00000090432	predictor
ENSG00000090447	predictor
ENSG00000090470	predictor
ENSG00000090487	predictor
